CONTENT_TITLE	RATING	CONTENT_TYPE	RELEASE_YEAR	CID	PARENT_CID	STUDIO_NAME	POSTER_URL	SYNOPSIS
"Flintstones, The: The Complete First Season: The Flintstones: The Complete First Season"	NR	SEASON	2004	urn:dece:cid:org:WB:2044719x6000005733	urn:dece:cid:org:WB:FlinstonesS01	Warner Bros. Entertainment	https://g.prod.uvvu.com/artwork/1621f389bec44341e05316345a0a6d77	
Flirty Birdy	NR	EPISODE		urn:dece:cid:org:WB:2044719x6000067073	urn:dece:cid:org:WB:2044719x6000067053	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/CAE4EADF7E5994D3E0405B0A0534054A	
Flirty Birdy	NR	EPISODE		urn:dece:cid:org:WB:2000003x6000006175	urn:dece:cid:org:WB:2000003x6000006166	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/CC21876073B76E13E0405A0A05344FC5	
Flop Goes The Joker		EPISODE		urn:dece:cid:eidr-s:A936-AEA9-2B7B-2531-0F9D-J	urn:dece:cid:eidr-s:FA69-C5E9-AA3E-9DB3-25AB-N	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/0699F6E76C614DF5E05315345A0A098F	The Joker persuades wealthy heiress Baby Jane Towser to join him in his artistic capers.
Fly Away	NR	EPISODE	2014	urn:dece:cid:eidr-s:BFB3-153D-CF96-9DA3-77BD-3	urn:dece:cid:eidr-s:0941-86B7-E852-2607-5F15-V	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/03225F1D789D5F08E05314345B0AF891	"Ryan and Max contact the FBI, but Weston has other ideas -- leading to a standoff between good and evil. Meanwhile, Joe's new relationship escalates into uncharted territory."
Focus	R	FEATURE	2015	urn:dece:cid:eidr-s:9396-5574-3574-0F9E-E272-8		Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/13F45C12A7F3FC39E05314345B0A91C7	"Will Smith stars as Nicky, a seasoned master of misdirection who becomes romantically involved with novice con artist Jess (Margot Robbie) as he's teaching her the tricks of the trade."
Foe	NR	EPISODE	2011	urn:dece:cid:org:WB:2057777x6000075600	urn:dece:cid:org:WB:2057777x6000072748	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/FE7CC15A50006304E0405B0A163419B9	"When Reese and Finch discover that their latest POI has connections to Cold War Soviet espionage circles, they quickly learn how covert ops were handled in a world before The Machine. ALAN DALE (Lost) guest stars as the person they're tracking."
Fool's Gold		FEATURE	2008	urn:dece:cid:org:WB:2024854x6000035197		Warner Bros. Entertainment	http://resizing.flixster.com/3cUKKAy0-K8fRkVCGAvfJ2BpCJs=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/13/11161301_ori.jpg	"How to Lose a Guy in 10 Days co-stars Kate Hudson and Matthew McConaughey re-team on the big screen for this adventurous tale about a treasure-hunting couple whose eight-year quest for the ultimate prize has left them flat broke and fresh out of gas. Ben &#034;Finn&#034; Finnegan (McConaughey) is a treasure hunter who has made it his mission in life to track down the Queen&#039;s Dowry -- a legendary collection of 40 chests filled with priceless treasure, and lost at sea in 1715. But in his single-minded quest to track down this sizable booty, Finn has sadly neglected his marriage to his loving wife Tess (Hudson). Tess has grown tired of the hunt, and now she&#039;s looking to start her life anew by going to work on the massive yacht of globetrotting billionaire Nigel Honeycutt (Donald Sutherland). But just as Tess begins to relish the freedom on her new, laid-back lifestyle, Finn uses his roughish charm to convince the adventurous baron and his debutante daughter Gemma (Alexis Dziena) that the elusive Spanish treasure is finally within reach. Of course no magnate in his right mind would reject the prospect of tracking down the most mythical treasure on the planet, and now as the hapless Tess is forced on yet another wild goose chase, her husband&#039;s former mentor Moe Fitch (Ray Winstone) and a greedy local gangster (Kevin Hart) up the stakes by joining in on the race. ~ Jason Buchanan, Rovi"
Footloose (1984)	PG	FEATURE	1984	urn:dece:cid:org:ppc:000000158900100002393		Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/193736B342ED4B33E05315345B0A8D19	"Footloose jumps with spirit, dazzling dance numbers and an electrifying musical score. It portrays the timeless struggle between innocent pleasure and rigid morality, when city-boy Ren McCormick (Kevin Bacon) finds himself in an uptight Midwestern town where dancing has been banned. Ren revolts with best friend Willard (Chris Penn) and the minister's daughter (Lori Singer). A treasury of Top 10 songs-Kenny Loggins ""Footloose,"" Shalamar ""Dancing In The Sheets,"" Deniece Williams ""Let's Hear It For The Boy,"" Bonnie Tyler ""Holding Out for A Hero,"" and the Footloose love theme, ""Almost Paradise."""
Footloose (2011)	PG-13	FEATURE	2011	urn:dece:cid:org:ppc:000000158900100002997		Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/09419FCFE3824881E05314345B0A817F	"The 1984 classic is now the modern hit that will make you stand up and cheer! Big city teen Ren McCormack (Kenny Wormald) moves to a quiet little town and discovers that the hard-line minister has outlawed loud music and dancing. But everything changes when Ren decides to challenge the ban, revitalizing the town and falling in love with the minister’s rebellious daughter Ariel (Julianne Hough)."
For Joe	NR	EPISODE	2014	urn:dece:cid:eidr-s:C79B-D3C8-1D06-2434-711D-U	urn:dece:cid:eidr-s:0941-86B7-E852-2607-5F15-V	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/0322687608CE23F9E05316345B0A7920	"After the subway massacre, Ryan's obsession with the case becomes stronger than ever. Meanwhile, revelations surrounding Joe's new life are brought to the surface."
For Scent-Imental Reasons (1949)	TV-G	EPISODE		urn:dece:cid:org:WB:2044719x600004920508	urn:dece:cid:org:WB:2044719x6000049205	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/D5F9BDAEDD08B29BE0405B0A0734335F	
For Scent-imental Reasons	NR	EPISODE		urn:dece:cid:org:WB:2044719x6000074326	urn:dece:cid:org:WB:2044719x6000074302	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/CAE4BB89A613336CE0405B0A05342964	
For Scent-imental Reasons	NR	EPISODE	1949	urn:dece:cid:org:WB:2015361x6000005629	urn:dece:cid:org:WB:2015361x6000005622	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/CAE4BB89A208336CE0405B0A05342964	
For Whom the Bell Tolls	NR	EPISODE	2013	urn:dece:cid:eidr-s:2363-2584-2B37-F9CB-5D5D-8	urn:dece:cid:eidr-s:40E8-F4F7-27CD-E4DF-B2BB-U	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/FE5474501B45F5B7E0405B0A163430C6	
For the Girl Who Has Everything	NR	EPISODE	2015	urn:dece:cid:eidr-s:10A4-6C76-9858-F354-FBE2-Z	urn:dece:cid:eidr-s:7147-DB9E-E52A-AF0A-CD48-A	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/2B700D693B4B6B78E05316345A0A05A7	"Kara’s friends must find a way to save her life when a parasitic alien attaches itself to her and traps her in a dream world where her family is alive and her home planet was never destroyed. Also, Alex, Hank and the DEO must fend off a Kryptonian attack while Kara is out of commission."
"Force Phantom, The"	TV-G	EPISODE	2011	urn:dece:cid:org:WB:2020861x600002564601	urn:dece:cid:org:WB:2020861x6000025646	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/D5C424E30394D052E0405B0A07347E08	
Forced Perspective	NR	EPISODE	2012	urn:dece:cid:org:WB:2055532x6000075443	f940b350-2410-4a21-a466-7056cb245793	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/FDF4BBF1F92A4B5BE0405B0A153426C5	"Olivia continues to cope with the ominous warning from the Observers, while Peter and the team track a girl with the mysterious ability to see the future and predict death."
Forces of Nature	PG-13	FEATURE	1999	urn:dece:cid:eidr-s:4E12-5AD0-9461-718A-446E-Q		Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/1936FF659D22DFCCE05316345B0A8425	"It's only two days before his wedding when Ben's (Ben Affleck)plane skids out of control, leaving him stranded in New York with no way home to his nervous fiancee in Savannah. Against his better judgement, the reliable groom-to-be hitches a ride with free spirited traveler Sarah (Sandra Bullock) - setting off a riotous road trip. At first, these two opposites attract nothing but trouble in a sidesplitting series of comic mishaps and unnatural disasters. But an irresistable attraction and the forces of nature threaten to detour them forever in this sexy, whirlwind adventure."
Forgive	NR	EPISODE	2014	urn:dece:cid:eidr-s:7D66-F1E7-A819-262C-E0B5-M	urn:dece:cid:eidr-s:0941-86B7-E852-2607-5F15-V	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/0322CAE07FFC60BCE05316345B0A1241	"In the Season Two finale, Mark and Luke turn the tables on both Ryan Hardy and Joe Carroll, forcing the two sworn enemies to come together to save the woman they love."
Form and Void	NR	EPISODE	2015	urn:dece:cid:eidr-s:B72A-E1B3-15B6-984F-657E-U	urn:dece:cid:eidr-s:C2B6-1EE6-53BF-B2ED-F3A0-J	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/39BED0E718F92665E05316345A0A0317	"After Dean helps Jenna, the nurse he met after the Darkness fell, get back home safely, he sets off to help Sam deal with a town infected by a mysterious and deadly gas. When Jenna falls into dangerous hands, however, she calls Dean for help and Sam tells him to go back to her. Unfortunately for Sam, he isn’t able to handle the townspeople turned monsters as easily as he thought."
Forrest Gump		FEATURE	1994	urn:dece:cid:org:ppc:000003258300100002127		Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/0941A16B681DA90EE05316345B0AEAB6	"Stupid is as stupid does, says Forrest Gump (played by Tom Hanks in an Oscar-winning performance) as he discusses his relative level of intelligence with a stranger while waiting for a bus. Despite his sub-normal IQ, Gump leads a truly charmed life, with a ringside seat for many of the most memorable events of the second half of the 20th century. Entirely without trying, Forrest teaches Elvis Presley to dance, becomes a football star, meets John F. Kennedy, serves with honor in Vietnam, meets Lyndon Johnson, speaks at an anti-war rally at the Washington Monument, hangs out with the Yippies, defeats the Chinese national team in table tennis, meets Richard Nixon, discovers the break-in at the Watergate, opens a profitable shrimping business, becomes an original investor in Apple Computers, and decides to run back and forth across the country for several years. Meanwhile, as the remarkable parade of his life goes by, Forrest never forgets Jenny (Robin Wright Penn), the girl he loved as a boy, who makes her own journey through the turbulence of the 1960s and 1970s that is far more troubled than the path Forrest happens upon. Featured alongside Tom Hanks are Sally Field as Forrest's mother; Gary Sinise as his commanding officer in Vietnam; Mykelti Williamson as his ill-fated Army buddy who is familiar with every recipe that involves shrimp; and the special effects artists whose digital magic place Forrest amidst a remarkable array of historical events and people."
Foul Play in Funland	NR	EPISODE		urn:dece:cid:org:WB:2044719x6000005742	urn:dece:cid:org:WB:2044719x6000005734	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/CBD0645080BDFEF0E0405A0A09340261	
Four Brothers	R	FEATURE	2005	urn:dece:cid:org:ppc:000003440700100001545		Warner Bros. Entertainment	https://g.prod.uvvu.com/artwork/0941a21017694a69e05314345b0a6249	"Four adopted brothers come together to bury the woman who raised them. At the funeral, the brothers discover that their mother was murdered, and they look to seek revenge."
"Frank Gallagher: Loving Husband, Devoted Father"	NR	EPISODE	2011	urn:dece:cid:org:WB:2053216x6000071166	urn:dece:cid:org:WB:2044719x6000068539	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/FE801BF03B8B81C2E0405B0A15345160	"Desperate to come up with a plan to pay two goons looking for the $6000 that he owes, Frank stumbles onto a risky solution that might work -- if his family goes along with it."
Frank the Plank	NR	EPISODE	2011	urn:dece:cid:org:WB:2053216x6000071150	urn:dece:cid:org:WB:2044719x6000068539	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/FE801E5FD324C22AE0405B0A16340D79	"When Frank is nowhere to be found on the day his disability check arrives, the family starts a manhunt and panic sets in."
Frank the Plumber	NR	EPISODE	2013	urn:dece:cid:eidr-s:BDE6-94ED-CC3C-84BD-4697-M	urn:dece:cid:eidr-s:D320-522C-C14D-298C-C104-L	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/FF70FCC8F0AEF201E0405B0A1634616C	"Fiona starts a new job and a new romance, while Frank may become the new face of the gay rights movement, thanks to an influential member of the Velvet Mafia (BRADLEY WHITFORD)."
Freak City	NR	EPISODE		urn:dece:cid:org:WB:2051828x600008170318	urn:dece:cid:org:WB:2051828x6000081703	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/DD43460F3D595B26E0405B0A05343473	
Freaks and Geeks	NR	EPISODE	2012	urn:dece:cid:org:WB:2059699x6000083416	urn:dece:cid:org:WB:2059699x6000078648	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/FEFA6C8DCD974909E0405B0A16341F2F	"Sam and Dean run across an unusual team of teenage hunters, led by Krissy Chambers (MADISON McLAUGHLIN) and a hunter (ADRIAN HOUGH) who may not be what he seems."
Fred Flintstone: Before and After	NR	EPISODE	1961	urn:dece:cid:org:WB:2015688x6000021675	urn:dece:cid:org:WB:2044719x6000005733	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/16222C9802DECE42E05316345A0A062E	
Freddy vs Jason	R	FEATURE	2003	urn:dece:cid:org:WB:2017120x6000023213		Warner Bros. Entertainment	https://g.prod.uvvu.com/artwork/edb4ac6174f97666e0405a0a16347aa5	
Freddy's Dead: The Final Nightmare	R	FEATURE	1991	urn:dece:cid:org:WB:2016718x6000022624		Warner Bros. Entertainment	https://g.prod.uvvu.com/artwork/db4b768806f5af4ee0405b0a093440ad	
Free Cake	TV-PG	EPISODE		urn:dece:cid:org:WB:2053843x600007740405	urn:dece:cid:org:WB:2053843x6000077404	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/E12D50EC3F1B6FC1E0405B0A09340EED	
Free Cake	TV-G	EPISODE		urn:dece:cid:org:WB:7063002x600007902414	urn:dece:cid:org:WB:7063002x6000079024	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/D5C432243D5F5BD6E0405B0A09343067	
Free Fall	NR	EPISODE	2014	urn:dece:cid:eidr-s:416D-C4E7-BF86-80BB-C1C6-G	urn:dece:cid:eidr-s:EC5C-EF41-0C43-430D-E478-P	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/FF6C5C8360F503BEE0405B0A14343AD1	"Spencer is determined to tell Aria about Ezra, but Ezra questions Spencer's credibility in lieu of her recent addiction problems. Can the girls trust Spencer?"
Free Willy	NR	FEATURE	1993	urn:dece:cid:org:WB:2003255x6000000511		Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/EDBE916DB44C2971E0405A0A19344C65	
Free Willy 2	PG	FEATURE	1995	urn:dece:cid:org:WB:2003324x6000000881		Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/F07E3EA27A31626DE0405B0A1934322E	
Free Willy 3	PG	FEATURE	1997	urn:dece:cid:org:WB:2003566x6000001027		Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/F07E9A0834C27E1CE0405B0A14342BB1	
Free Willy: Escape from Pirate's Cove	PG	FEATURE	2009	urn:dece:cid:org:WB:2045793x6000056713		Warner Bros. Entertainment	https://g.prod.uvvu.com/artwork/ef57a9035ce9fcd5e0405b0a1534104f	
Freedom	NR	EPISODE	2014	urn:dece:cid:eidr-s:E7B4-BCF2-2A0D-9431-B7F4-Z	urn:dece:cid:eidr-s:0941-86B7-E852-2607-5F15-V	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/0322D0536D5A5FB5E05316345B0A4E54	"A deadly massacre leads Ryan and Mike into very dangerous territory. But as more details are revealed, they realize that someone other than Carroll might be on the rise."
French Fries / Presidents Day	NR	EPISODE		urn:dece:cid:org:WB:2050305x6000066665	urn:dece:cid:org:WB:2050305x6000066606	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/CAE4BB899FBE336CE0405B0A05342964	
Frequency	PG-13	FEATURE	2000	urn:dece:cid:eidr-s:702A-B92F-4B7E-3453-E0A7-L		Warner Bros. Entertainment	https://g.prod.uvvu.com/artwork/2e1bbd79cc57d5fce05316345b0a6f7e	
Friday	R	FEATURE	1995	urn:dece:cid:org:WB:2016996x6000009978		Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/EB2D3B580C6B19C6E0405A0A15341362	
Friday After Next	R	FEATURE	2002	urn:dece:cid:org:WB:2016901x6000022891		Warner Bros. Entertainment	https://g.prod.uvvu.com/artwork/eb3a8dd9acfc5561e0405a0a16347ae6	
Friday The 13th: Killer Cut (Extended)	R	FEATURE	2009	urn:dece:cid:org:WB:2048920x6000052740		Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/339F0811393F7207E05314345B0AD2D5	
Friday the 13th	R	FEATURE	2009	urn:dece:cid:eidr-s:71DE-43B2-B5B1-4976-AAC6-L		Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/339B8BA924A404DBE05315345B0A7729	"Jason Voorhees returns to the screen in a chilling and daring re-imagining of the classic horror film Friday the 13th. The new terror begins as a group of college students disappear on a thrill-seeking trip to the infamous Camp Crystal Lake, a long forgot"
Friday the 13th	R	FEATURE	1980	urn:dece:cid:org:ppc:000000139500100001576		Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/0941A5481112AE85E05316345B0A85EF	"A new owner and several young counselors gather to reopen Camp Crystal Lake, where a young boy drowned and several vicious murders occurred years earlier. They’ve ignored the locals’ warnings that the place has a death curse… and one by one they find out how unlucky Friday the 13th can be as they are stalked by a violent killer."
Friday the 13th (Uncut)	R	FEATURE	1980	urn:dece:cid:org:ppc:000000139500300001576		Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/0941A070F56BA891E05316345B0A9F6A	"Rip into a chilling new UNCUT DELUXE EDITION of Friday the 13th. With the addition of unrated footage, and insightful special features, plunge deeper into the film that spawned eleven sequels and the genre’s unstoppable bad guy, Jason Vorhees. A new owner and several young counselors gather to reopen Camp Crystal Lake, where a young boy drowned and several vicious murders occurred years earlier. They’ve ignored the locals’ warnings that the place has a death curse… and one by one they find out how unlucky Friday the 13th can be as they are stalked by a violent killer."
Friday the 13th - Part ii	R	FEATURE	1981	urn:dece:cid:org:ppc:000000145700100001578		Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/0941A849392654D7E05314345B0A07E5	"Get ready for twice the terror with Friday the 13th Part 2: Deluxe Edition! Five years after the massacre at Camp Crystal Lake, the nerve-wracking legend of Jason Vorhees and his diabolical mother lives on. Despite ominous warnings from the locals to stay away from “Camp Blood” a group of counselors at a nearby summer camp decide to explore the area where seven people were brutally slaughtered. All too soon, they encounter horrors of their own and the killing begins again. You’ll be at the edge of your seat for this gruesome thriller about 24 hours of bone-chilling fear!"
Friday the 13th - Part iii	R	FEATURE	1982	urn:dece:cid:org:ppc:000000153900100001579		Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/09417E107E8B3818E05315345B0AF4EE	It’s spine-tingling horror in a whole new dimension as Friday the 13th Part 3-3D: Deluxe Edition comes to DVD! A carefree summer becomes a deadly nightmare for another group of naïve counselors who choose to ignore Camp Crystal Lake’s gruesome legacy. They find themselves in a bloody game of cat-and-mouse with the maniacal Jason who stalks their every move…and ruthlessly kills them off one-by-one.
Friday the 13th Part - iv:The Final Chapter	R	FEATURE	1984	urn:dece:cid:org:ppc:000000176500100001580		Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/0941A4F7C2DCAE24E05316345B0AC7C6	"Prepare yourself as evil comes back to life in Friday the 13th: The Final Chapter - Deluxe Edition. After the Crystal Lake Massacres, Jason is pronounced dead and taken to the hospital morgue, where he is mysteriously revived, allowing his diabolical killing spree to continue at the camp where the gruesome slaughtering began. But this time, in addition to terrified teenagers, he meets a young boy named Tommy Jarvis who has a special talent for horror masks and make up, leading up to a horrifying, bloody battle that will keep you on the edge of your seat! Has the diabolical Jason finally met his match?"
Friday the 13th Part v: A New Beginning	R	FEATURE	1985	urn:dece:cid:org:ppc:000000176500100001581		Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/0941A5DAE3DCAEE1E05316345B0A0738	"They thought Jason was dead. They thought he was gone for good. But it turns out, they’re all wrong…dead wrong! Homicidal maniac Jason returns from the grave to cause more bloody mayhem in Friday the 13th Part V: A New Beginning - Deluxe Edition. Young Tommy Jarvis may have escaped from Crystal Lake, but he’s still haunted by the gruesome events that happened there. When gory murders start happening at the secluded halfway house for troubled teens where he now lives, it seems like his nightmarish nemesis, Jason Voorhees, is back for more sadistic slaughters. But as things spiral out of control and the body count rises, Tommy begins to wonder if he’s become the killer he fears most. Witness the true terror as Jason and Tommy battle once more in this spine-tingling descent into death and madness!"
Friday the 13th Part vi : Jason Lives	R	FEATURE	1986	urn:dece:cid:org:ppc:000003198200100001582		Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/0941A236BD174AADE05314345B0A0212	"Jason rises from the grave to wreak havoc upon a new group of unsuspecting campers in the ultra-bloody rampage Friday the 13th Part VI: Jason Lives – Deluxe Edition. As a child, Tommy Jarvis killed mass-murderer Jason Voorhees. But now, years later, he is tormented by the fear that maybe Jason isn’t really dead. Determined to finish off the infamous killer once and for all, Tommy and a friend dig up Jason’s corpse in order to cremate him. Unfortunately, things go seriously awry, and Jason is instead resurrected, sparking a new chain of ruthlessly brutal murders. Now it’s up to Tommy to stop the dark, devious and demented deaths that he unwittingly brought about in this terrifying horror film that will take you to the grave and back!"
Friday the 13th Part vii:The New Blood	R	FEATURE	1988	urn:dece:cid:org:ppc:000003220900100001583		Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/0941A1E2F4E24AA9E05314345B0A8575	"What chance does a teenage girl have against a maniacal maniac with a machete? Pack your bags and return to Crystal Lake to find out for yourself…if you dare! In Friday the 13th Part VII: The New Blood - Deluxe Edition, young Tina Shepard possesses the gift of telekinesis, allowing her to move things and see the future, using the power of her mind. But when a devious doctor tries to exploit her ability, the gift becomes a hellish curse. Tina unwittingly unchains the merciless bloodthirsty Jason Voorhees from his watery grave, igniting a bloodbath that ends in the ultimate showdown in strength of mind versus pure evil matter. Experience the legacy of unrelenting terror that never dies!"
Friday the 13th Part viii: Jason Takes Manhattan	R	FEATURE	1989	urn:dece:cid:org:ppc:000003229800100001584		Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/09419E2D634C4D1EE05315345B0AC57E	"New York has a new problem in Friday the 13th Part VIII: Jason Takes Manhattan - Deluxe Edition. After an electrifying return from the bottom of his Crystal Lake grave, indestructible psycho-slasher Jason Voorhees ships out to visit the Big Apple and paints the town red! High school senior Rennie Wickham is in for the ride of her life – and possibly her death – when she and her classmates take a graduation cruise bound for New York City. Little do they know that crazed serial killer Jason is a stowaway who quickly transforms the teen-filled “love boat” celebration into the ultimate voyage of the damned! Only a few survivors reach New York, where the bloody rampage spills into the gritty streets and subways of Manhattan in a deadly game of hide-and-seek – leading to a toxic confrontation with Jason for one last, final time."
Friday: Director's Cut	R	FEATURE	1995	urn:dece:cid:org:WB:2049380x6000051450		Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/24D533B135FDADCEE05316345A0A3D8B	Just another day. But what a day. A day that shows a lighter side to life in the 'hood. That brought Ice Cube (Barbershop) and Chris Tucker (Rush Hour) to a wider audience.
Friendly Fire	NA	EPISODE	2015	urn:dece:cid:eidr-s:CEC7-3D9E-E355-B211-3836-M	urn:dece:cid:eidr-s:A59D-0479-8D70-E896-EB31-S	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/25E032C480F52D58E05315345A0A7872	"A suspicious death on board forces Chandler to launch a murder investigation – causing dissent amongst the crew, while the Immunes have a terrifying surprise for the Nathan James."
Friends: Season 1 Episode 1 The One Where Monica Gets a Room	TV-PG	EPISODE	2006	urn:dece:cid:org:WB:2021750x6000026078	urn:dece:cid:org:WB:2044719x6000001104	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/D8B960377FB1C780E0405B0A07345B6A	
Friends: Season 1 Episode 10 The One with the Monkey	TV-PG	EPISODE	2006	urn:dece:cid:org:WB:2021751x6000025518	urn:dece:cid:org:WB:2044719x6000001104	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/D8B985929CF9D61DE0405B0A0934260D	
Friends: Season 1 Episode 11 The One with Mrs. Bing	TV-PG	EPISODE	2006	urn:dece:cid:org:WB:2021751x6000025532	urn:dece:cid:org:WB:2044719x6000001104	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/D8B9904EDA1D0834E0405B0A05341A57	
Friends: Season 1 Episode 12 The One with the Dozen Lasagnas	TV-PG	EPISODE	2006	urn:dece:cid:org:WB:2021751x6000025531	urn:dece:cid:org:WB:2044719x6000001104	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/D8B97AD2E764D7B2E0405B0A07340CE4	
Friends: Season 1 Episode 13 The One with the Boobies	TV-PG	EPISODE	2006	urn:dece:cid:org:WB:2021751x6000025517	urn:dece:cid:org:WB:2044719x6000001104	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/D8B990C4ED940D50E0405B0A05341A84	
Friends: Season 1 Episode 14 The One with the Candy Hearts	TV-PG	EPISODE	2006	urn:dece:cid:org:WB:2021751x6000025530	urn:dece:cid:org:WB:2044719x6000001104	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/D8B96EA1655D0F8CE0405B0A05345FDD	
Friends: Season 1 Episode 15 The One with the Stoned Guy	TV-PG	EPISODE	2006	urn:dece:cid:org:WB:2021751x6000025529	urn:dece:cid:org:WB:2044719x6000001104	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/D8B94A46F6D40173E0405B0A07342DB0	
"Friends: Season 1 Episode 16 The One with Two Parts, Part 1"	TV-PG	EPISODE	2006	urn:dece:cid:org:WB:2021751x6000025528	urn:dece:cid:org:WB:2044719x6000001104	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/D8B9904FEC960A3AE0405B0A0734308B	
"Friends: Season 1 Episode 17 The One with Two Parts, Part 2"	TV-PG	EPISODE	2006	urn:dece:cid:org:WB:2021751x6000005176	urn:dece:cid:org:WB:2044719x6000001104	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/D8B9904FECB50A3AE0405B0A0734308B	
Friends: Season 1 Episode 18 The One With All the Poker	TV-PG	EPISODE	2006	urn:dece:cid:org:WB:2021751x6000005598	urn:dece:cid:org:WB:2044719x6000001104	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/D8B950AB974C7638E0405B0A073440F6	
Friends: Season 1 Episode 19 The One Where the Monkey Gets A	TV-PG	EPISODE	2006	urn:dece:cid:org:WB:2021751x6000025541	urn:dece:cid:org:WB:2044719x6000001104	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/D8B985DD5CB5472EE0405B0A05340769	
